Blob,Values
blob_1,0.06406873943491913
blob_2,0.04284660532205919
blob_3,0.11183841481481482
blob_4,0.05876620863170119
blob_5,0.03074972270638568
blob_6,0.016692392982456138
blob_7,-0.032252330205185295
blob_8,0.11362639999999996
blob_9,0.011127073009580442
blob_10,-0.007987407892582284
blob_11,0.057748877233240466
blob_12,0.09238896945387225
blob_13,-0.04397499313375446
blob_14,-0.01747864583333334
blob_15,0.07424933299127758
blob_16,0.16061748554913294
